1.3864e6 1.19e6 977500.0 2.6266e6 1.4667e6 374950.0 306090.0 148490.0 79040.0 681660.0 1.6022e6 578900.0
900300.0 716000.0 2.2929e6 2.6962e6 1.6716e6 689800.0 400260.0 1.23076e6 1.1429e6 433310.0 481900.0 741200.0
1.3744e6 300500.0 1.1464e6 2.3043e6 620800.0 355000.0 184800.0 213100.0 805750.0 594790.0 791600.0 1.6295e6
1.3803e6 805000.0 2.5312e6 1.9559e6 1.5189e6 408910.0 1.081e6 395290.0 194840.0 149510.0 1.1425e6 1.08e6
874000.0 465500.0 7.1034e6 2.1947e6 630700.0 359520.0 193930.0 191410.0 147920.0 308580.0 916500.0 1.1651e6
3.0836e6 1.4064e6 1.2325e6 2.7269e6 1.7075e6 641700.0 403910.0 626950.0 443210.0 998260.0 1.5707e6 1.2981e6
1.1851e6 1.6671e6 1.961e6 1.5267e6 834100.0 467140.0 453130.0 335430.0 505830.0 305150.0 421510.0 1.4345e6
619800.0 2.4117e6 2.5993e6 2.2407e6 673700.0 312580.0 213420.0 168760.0 91840.0 190680.0 384890.0 354600.0
294000.0 397200.0 1.6564e6 6.06e6 1.3083e6 900700.0 462290.0 216300.0 451830.0 270800.0 731120.0 1.2774e6
1.1424e6 562400.0 1.3332e6 2.4541e6 441450.0 527800.0 291850.0 238250.0 144590.0 98330.0 223820.0 750110.0
627890.0 737500.0 2.7181e6 2.0631e6 1.7991e6 850200.0 574230.0 614500.0 330010.0 1.0951e6 1.2379e6 1.5404e6
2.5042e6 1.5754e6 2.6007e6 2.1819e6 2.8238e6 1.1013e6 324970.0 223750.0 129540.0 472280.0 1.4571e6 402890.0
562900.0 500100.0 2.4987e6 2.2279e6 2.0602e6 866300.0 340080.0 160070.0 163310.0 301140.0 304900.0 757000.0
796600.0 1.0935e6 4.5918e6 1.6213e6 2.5882e6 1.0499e6 718000.0 596150.0 881060.0 1.1814e6 1.9409e6 1.6673e6
1.7069e6 560500.0 2.9247e6 673600.0 2.5199e6 2.2685e6 625700.0 541810.0 239530.0 675320.0 468600.0 394100.0
1.4794e6 920300.0 1.5281e6 2.2788e6 2.7185e6 1.3968e6 1.1171e6 556700.0 390250.0 163280.0 702040.0 560400.0
528300.0 1.054e6 3.1666e6 3.0304e6 2.1998e6 829900.0 567600.0 367120.0 154690.0 201700.0 774790.0 1.1784e6
2.8296e6 1.7093e6 1.2709e6 1.6685e6 1.0796e6 374210.0 327430.0 194880.0 224810.0 256960.0 350660.0 1.0508e6
1.9322e6 1.5546e6 2.353e6 2.7157e6 1.3713e6 1.0532e6 431500.0 405150.0 609200.0 665140.0 2.1536e6 2.7838e6
2.203e6 2.4582e6 2.3614e6 2.656e6 805400.0 859700.0 572000.0 266570.0 177750.0 152400.0 662860.0 1.2473e6
2.838e6 1.5953e6 2.826e6 2.7521e6 2.1467e6 642200.0 409130.0 282940.0 386000.0 155640.0 800740.0 1.6355e6
1.9353e6 1.3651e6 2.318e6 1.9369e6 2.1183e6 1.2996e6 273780.0 187620.0 139640.0 113950.0 238710.0 788100.0
437630.0 1.2295e6 2.0912e6 1.6405e6 1.8692e6 709460.0 209990.0 148220.0 168730.0 349920.0 599980.0 1.1296e6
1.3133e6 896700.0 3.2523e6 1.2903e6 651610.0 450620.0 170990.0 700870.0 260570.0 1.78332e6 1.6166e6 617000.0
455800.0 1.3877e6 3.0959e6 3.0452e6 1.6777e6 737500.0 818200.0 684500.0 513700.0 529660.0 1.0898e6 1.9422e6
1.252e6 1.0555e6 1.747e6 3.1612e6 960200.0 391010.0 250490.0 141600.0 122870.0 161070.0 278980.0 1.37445e6
1.1399e6 651200.0 2.4196e6 4.1362e6 2.2902e6 773900.0 611100.0 473360.0 357660.0 415750.0 716600.0 602700.0
1.3292e6 1.2325e6 1.7846e6 2.3342e6 1.1391e6 372580.0 236790.0 172670.0 200510.0 571610.0 1.2861e6 2.2181e6
1.5801e6 1.4485e6 871600.0 3.7862e6 2.3867e6 1.4985e6 478520.0 325370.0 649420.0 298120.0 341180.0 252570.0
329000.0 1.7336e6 3.0151e6 3.3093e6 1.6854e6 763600.0 432600.0 393310.0 250390.0 130460.0 270550.0 458220.0
938100.0 736000.0 2.6208e6 3.3682e6 771700.0 275450.0 123610.0 140500.0 121450.0 583970.0 891200.0 636500.0
